id,missing_count,hallucinated_count,contradictions_count,ref_precision,ref_recall,ref_f1,bleu,rouge_l_f
ex_002795,0,1,0,1.0,1.0,1.0,0.9297234007371624,0.968181818181818
ex_002796,0,0,0,0.0,0.0,0.0,0.989165239499248,0.9957081545064378
ex_002797,0,0,0,0.0,0.0,0.0,0.7888017360199563,0.8979591836734693
ex_002798,0,0,0,1.0,1.0,1.0,0.9580086062077934,0.9833887043189369
ex_002799,1,1,0,1.0,1.0,1.0,0.6835614961845737,0.8418230563002681
ex_002800,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_002801,1,0,0,0.0,0.0,0.0,0.9778247235120707,0.9912280701754386
ex_002802,0,1,0,0.0,0.0,0.0,0.9651497777748462,0.9862385321100917
ex_002803,1,1,0,1.0,0.3333333333333333,0.5,0.6803293434208645,0.8398058252427185
ex_002804,0,0,0,1.0,0.5,0.6666666666666666,0.688975877402766,0.8429752066115702
ex_002805,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002806,2,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.879168072586464,0.9467680608365019
ex_002807,1,2,0,0.5,0.6666666666666666,0.5714285714285715,0.8681867631583351,0.9459459459459459
ex_002808,0,0,0,1.0,1.0,1.0,0.9815824639831469,0.9927007299270073
ex_002809,0,0,0,1.0,1.0,1.0,0.9898266261244301,0.9959677419354839
ex_002810,2,1,0,1.0,1.0,1.0,0.8358465157811482,0.921443736730361
ex_002811,1,1,0,1.0,1.0,1.0,0.9878485915987741,0.9951923076923077
ex_002812,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_002813,0,0,0,0.0,0.0,0.0,0.6164106140982373,0.8093645484949833
ex_002814,0,2,6,1.0,1.0,1.0,0.9782113003831395,0.9913793103448276
ex_002815,2,0,0,1.0,1.0,1.0,0.8952776035663368,0.9585062240663901
ex_002816,1,0,0,0.0,0.0,0.0,0.929205403097062,0.9717314487632509
ex_002817,1,1,0,1.0,1.0,1.0,0.9757454321289655,0.9903846153846154
ex_002818,0,0,0,0.0,0.0,0.0,0.8026690207675052,0.905109489051095
ex_002819,0,0,0,1.0,1.0,1.0,0.9153480714688105,0.9651162790697675
ex_002820,2,0,0,0.0,0.0,0.0,0.6574923714190547,0.8292682926829269
ex_002821,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002822,0,0,0,1.0,1.0,1.0,0.9483391740657579,0.9772727272727273
ex_002823,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_002824,0,0,0,1.0,1.0,1.0,0.9192201469136679,0.9681978798586572
ex_002825,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_002826,0,0,0,0.0,0.0,0.0,0.7644122918969798,0.8822055137844611
ex_002827,0,1,0,0.0,0.0,0.0,0.9323290047301425,0.9721115537848606
ex_002828,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002829,0,0,0,0.0,0.0,0.0,0.9893043084862078,0.9957627118644068
ex_002830,0,0,0,0.0,0.0,0.0,0.9872926730486749,0.9949748743718593
ex_002831,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_002832,2,0,0,1.0,0.6666666666666666,0.8,0.9022025192513285,0.9581589958158996
ex_002833,2,1,0,1.0,0.6,0.7499999999999999,0.9671354177676167,0.987012987012987
ex_002834,0,0,0,1.0,1.0,1.0,0.9297444897307695,0.9710743801652892
ex_002835,0,0,0,0.0,0.0,0.0,0.992498800757728,0.9966887417218543
ex_002836,0,0,0,0.0,0.0,0.0,0.6240323384955283,0.8071748878923767
ex_002837,1,1,0,1.0,0.6,0.7499999999999999,0.4130599669777737,0.6945337620578779
ex_002838,0,0,0,0.0,0.0,0.0,0.8253535112284068,0.9132653061224489
ex_002839,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_002840,0,0,0,0.0,0.0,0.0,0.9900691098513364,0.9960629921259843
ex_002841,1,1,0,0.5,0.5,0.5,0.9646675402380454,0.9835390946502057
ex_002842,0,0,0,0.0,0.0,0.0,0.9722443947248357,0.989010989010989
ex_002843,0,1,0,0.0,0.0,0.0,0.5773344085257436,0.7896825396825398
ex_002844,0,0,0,0.0,0.0,0.0,0.657577981321966,0.8267223382045928
ex_002845,0,0,0,1.0,1.0,1.0,0.9801963649648872,0.9921568627450981
ex_002846,0,0,0,1.0,1.0,1.0,0.9513649035467789,0.979381443298969
ex_002847,0,0,0,0.0,0.0,0.0,0.9900295018584484,0.9960474308300395
ex_002848,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002849,0,0,0,0.0,0.0,0.0,0.9545942616332249,0.9811320754716981
ex_002850,0,0,0,1.0,1.0,1.0,0.9667173609631787,0.9853479853479854
ex_002851,0,0,0,0.0,0.0,0.0,0.889237162706921,0.9445585215605751
ex_002852,0,1,0,1.0,1.0,1.0,0.37199859213674363,0.6717948717948717
ex_002853,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002854,0,0,0,0.0,0.0,0.0,0.846481724890614,0.923076923076923
ex_002855,4,3,0,0.3333333333333333,0.5,0.4,0.9443594116901097,0.9780701754385965
ex_002856,0,1,0,0.0,0.0,0.0,0.7274002782587861,0.8727984344422701
ex_002857,1,1,0,0.5,0.5,0.5,0.9720374026109416,0.988929889298893
ex_002858,1,0,0,1.0,0.5,0.6666666666666666,0.9470615142103779,0.9767441860465116
ex_002859,0,0,0,0.0,0.0,0.0,0.9797962220916616,0.992
ex_002860,0,0,0,0.0,0.0,0.0,0.6697862329882805,0.8333333333333334
ex_002861,0,2,0,0.75,1.0,0.8571428571428571,0.9804289314316516,0.9922480620155039
ex_002862,1,0,0,1.0,0.6666666666666666,0.8,0.5633680053669108,0.7799043062200957
ex_002863,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_002864,0,0,0,0.0,0.0,0.0,0.9568627555879172,0.9820627802690582
ex_002865,0,0,0,0.0,0.0,0.0,0.972679838076213,0.9888059701492538
ex_002866,0,0,0,0.0,0.0,0.0,0.7329426462911028,0.8693181818181818
ex_002867,1,0,0,1.0,1.0,1.0,1.0,1.0
ex_002868,0,0,0,0.0,0.0,0.0,0.98518384179293,0.9941520467836257
ex_002869,0,0,0,0.0,0.0,0.0,0.8817666610850429,0.940809968847352
ex_002870,0,1,0,1.0,1.0,1.0,0.9717210593477716,0.9888059701492538
ex_002871,2,1,0,1.0,0.5,0.6666666666666666,0.392124574464614,0.6833333333333332
ex_002872,0,0,0,0.0,0.0,0.0,0.8176147613435529,0.9098196392785571
ex_002873,2,3,1,1.0,0.9,0.9473684210526316,0.9190540469834743,0.9652777777777778
ex_002874,0,0,0,0.0,0.0,0.0,0.8304443636955791,0.9169811320754717
ex_002875,0,0,0,0.0,0.0,0.0,0.6294580956801924,0.8165680473372782
ex_002876,0,0,0,0.0,0.0,0.0,0.9800382251641164,0.9920948616600791
ex_002877,0,0,0,1.0,1.0,1.0,0.9869612755723138,0.9948453608247423
ex_002878,0,2,2,0.8,1.0,0.888888888888889,0.9494221957609009,0.9793103448275862
ex_002879,5,0,0,0.0,0.0,0.0,0.7796542846424414,0.8940269749518305
ex_002880,0,0,0,0.0,0.0,0.0,0.9920821392995058,0.9968553459119497
ex_002881,0,0,0,0.0,0.0,0.0,0.9792525373598474,0.9903381642512077
ex_002882,0,0,0,1.0,1.0,1.0,0.5698821058728905,0.7837837837837839
ex_002883,0,0,0,0.0,0.0,0.0,0.9748076629130781,0.9900497512437811
ex_002884,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002885,0,0,0,0.0,0.0,0.0,0.9507331731764418,0.9783393501805054
ex_002886,3,0,0,1.0,0.75,0.8571428571428571,0.6406889529834923,0.818565400843882
ex_002887,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_002888,0,1,0,0.8,1.0,0.888888888888889,0.9191000319039032,0.967032967032967
ex_002889,0,0,0,0.0,0.0,0.0,0.791813636601663,0.8962025316455696
ex_002890,0,0,0,0.0,0.0,0.0,0.9566991262991736,0.9828767123287672
ex_002891,0,4,0,1.0,1.0,1.0,1.0,1.0
ex_002892,0,0,0,0.0,0.0,0.0,0.9481688605600763,0.9795221843003413
ex_002893,0,0,0,0.0,0.0,0.0,0.7040213184732798,0.8522727272727273
ex_002894,0,0,0,0.0,0.0,0.0,0.9848240492564876,0.9940119760479041
ex_002895,0,1,2,1.0,0.6666666666666666,0.8,0.7360943899758597,0.8700564971751413
ex_002896,0,0,0,0.0,0.0,0.0,0.6187776703999773,0.8066298342541437
ex_002897,0,1,0,1.0,1.0,1.0,0.9820454470830212,0.9928825622775801
ex_002898,0,0,0,0.0,0.0,0.0,0.961340705600209,0.9834710743801653
ex_002899,0,0,0,0.0,0.0,0.0,0.7100702967450474,0.8538283062645012
ex_002900,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002901,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002902,0,0,0,1.0,1.0,1.0,0.9788563349526188,0.9916317991631799
ex_002903,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002904,0,1,2,1.0,0.75,0.8571428571428571,0.6307798015607383,0.8138297872340425
ex_002905,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002906,3,0,0,0.0,0.0,0.0,0.41184971145853916,0.6927374301675978
ex_002907,0,0,0,0.0,0.0,0.0,0.33159292689685393,0.6466512702078522
ex_002908,1,1,0,1.0,1.0,1.0,0.9675111415846727,0.9867986798679867
ex_002909,0,2,5,1.0,1.0,1.0,0.9820454470830212,0.9928825622775801
ex_002910,0,0,0,1.0,1.0,1.0,0.9630923660352235,0.9854014598540146
ex_002911,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_002912,1,1,0,1.0,0.3333333333333333,0.5,0.9297096230490163,0.9719298245614035
ex_002913,0,0,0,0.0,0.0,0.0,0.7032008836099128,0.8502994011976047
ex_002914,0,0,0,1.0,1.0,1.0,0.9645325679162796,0.9859649122807017
ex_002915,0,5,0,1.0,1.0,1.0,0.9879073721675564,0.9952153110047847
ex_002916,0,0,0,0.0,0.0,0.0,0.943858639308421,0.9731800766283525
ex_002917,3,2,0,0.5,0.5,0.5,0.9650372282916633,0.9857142857142858
ex_002918,2,0,0,1.0,0.75,0.8571428571428571,0.7684201679747653,0.8884758364312269
ex_002919,0,0,0,0.0,0.0,0.0,0.9706128539466795,0.9883720930232558
ex_002920,0,0,0,0.0,0.0,0.0,0.6872892787909722,0.8421052631578948
ex_002921,0,1,0,1.0,1.0,1.0,0.6705047243093417,0.8337595907928389
ex_002922,0,0,0,0.0,0.0,0.0,0.7676526496984928,0.8882175226586103
ex_002923,0,1,0,1.0,1.0,1.0,0.9909335099126606,0.9964028776978417
ex_002924,0,0,0,0.0,0.0,0.0,0.6049518505958608,0.8029197080291971
ex_002925,0,0,0,0.0,0.0,0.0,0.9890225062428615,0.9956521739130435
ex_002926,1,1,0,1.0,1.0,1.0,0.9909005086067052,0.9963898916967509
ex_002927,0,0,0,0.0,0.0,0.0,0.9725491993137022,0.9891304347826086
ex_002928,0,0,0,0.0,0.0,0.0,0.9646579405157244,0.986013986013986
ex_002929,0,0,0,1.0,1.0,1.0,0.9909335099126606,0.9964028776978417
ex_002930,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_002931,0,0,0,1.0,1.0,1.0,0.6847839041952746,0.8453159041394335
ex_002932,0,0,0,0.0,0.0,0.0,0.9663990928636568,0.9867256637168141
ex_002933,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_002934,1,0,0,1.0,0.8,0.888888888888889,0.9583228286305661,0.9835390946502057
ex_002935,0,0,0,0.0,0.0,0.0,0.9619771092896237,0.9828767123287672
ex_002936,0,0,0,0.0,0.0,0.0,0.9563197632803004,0.9827586206896551
ex_002937,0,0,0,0.0,0.0,0.0,0.7708256439680439,0.8854961832061068
ex_002938,0,0,0,1.0,1.0,1.0,0.9504287798949239,0.9800664451827242
ex_002939,0,0,0,0.0,0.0,0.0,0.6867688022700085,0.8418367346938775
ex_002940,3,0,0,0.0,0.0,0.0,0.18476457462604184,0.5312499999999999
ex_002941,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002942,2,0,0,0.0,0.0,0.0,0.7551432296394961,0.8781725888324873
ex_002943,0,0,0,1.0,1.0,1.0,0.6284462773888059,0.8120805369127516
ex_002944,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002945,0,0,0,1.0,1.0,1.0,0.7942009523552345,0.9011406844106464
ex_002946,0,1,2,1.0,0.6666666666666666,0.8,0.7984369255029687,0.9012048192771085
ex_002947,0,0,0,0.0,0.0,0.0,0.5022740384555112,0.7468030690537085
ex_002948,0,0,0,1.0,1.0,1.0,0.6599585959197444,0.8282442748091603
ex_002949,0,0,0,0.0,0.0,0.0,0.9351662777913837,0.9730941704035875
ex_002950,0,0,0,0.0,0.0,0.0,0.9395105211642506,0.9761904761904762
ex_002951,0,1,0,0.8,1.0,0.888888888888889,0.8415855231814587,0.9375
ex_002952,0,0,0,0.0,0.0,0.0,0.9765780512136167,0.9907407407407407
ex_002953,0,0,0,0.0,0.0,0.0,0.38957831428078366,0.6788990825688074
ex_002954,0,0,0,1.0,1.0,1.0,0.6962297942650749,0.8471177944862156
ex_002955,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002956,0,0,0,1.0,1.0,1.0,0.9464619317097033,0.978448275862069
ex_002957,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002958,0,2,0,1.0,1.0,1.0,0.9471818641419616,0.9791666666666666
ex_002959,0,0,0,1.0,1.0,1.0,0.9894842736191451,0.9958333333333333
ex_002960,0,2,2,0.6666666666666666,1.0,0.8,0.9371300337015538,0.9744525547445255
ex_002961,0,0,0,0.0,0.0,0.0,0.7749212464553836,0.8927789934354485
ex_002962,0,0,0,0.0,0.0,0.0,0.9686469431766283,0.987603305785124
ex_002963,0,0,0,0.0,0.0,0.0,0.7264900469931846,0.8658227848101265
ex_002964,0,0,0,1.0,1.0,1.0,0.9916594775540346,0.9966887417218543
ex_002965,0,0,0,1.0,1.0,1.0,0.4540438626280637,0.7197943444730077
ex_002966,0,0,0,0.0,0.0,0.0,0.6574575213909436,0.8269230769230768
ex_002967,0,0,0,1.0,1.0,1.0,0.9568753615023952,0.982532751091703
ex_002968,0,0,0,0.0,0.0,0.0,0.9538377962970572,0.979253112033195
ex_002969,0,1,0,1.0,1.0,1.0,0.9821313376160179,0.9916666666666667
ex_002970,0,0,0,0.0,0.0,0.0,0.7182207096873899,0.860813704496788
ex_002971,2,2,0,1.0,0.3333333333333333,0.5,0.30813331099573127,0.6247086247086248
ex_002972,0,0,0,1.0,1.0,1.0,0.9292608554791565,0.9716981132075472
ex_002973,3,1,2,1.0,0.8333333333333334,0.9090909090909091,0.5649818763105457,0.7805825242718446
ex_002974,0,0,0,0.0,0.0,0.0,0.9646569894372311,0.986046511627907
ex_002975,0,0,0,0.0,0.0,0.0,0.970380706032526,0.98828125
ex_002976,0,0,0,0.0,0.0,0.0,0.9147402220195608,0.9644670050761421
ex_002977,0,0,0,0.0,0.0,0.0,0.9614633225096489,0.9820627802690582
ex_002978,0,0,0,1.0,1.0,1.0,0.9596679104229834,0.9840637450199203
ex_002979,0,0,0,1.0,1.0,1.0,0.7830556295801291,0.8944723618090452
ex_002980,1,0,0,0.0,0.0,0.0,0.6637590160986961,0.8306878306878307
ex_002981,0,0,0,1.0,1.0,1.0,0.6084894109233968,0.8015717092337918
ex_002982,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_002983,0,0,0,1.0,1.0,1.0,0.9682486754559112,0.9874476987447699
ex_002984,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002985,1,1,0,0.0,0.0,0.0,0.9398392673835542,0.9757575757575757
ex_002986,0,0,0,0.0,0.0,0.0,0.7958637090249566,0.8976744186046512
ex_002987,0,0,0,1.0,1.0,1.0,0.6926450203703266,0.8511530398322851
ex_002988,1,2,0,1.0,1.0,1.0,0.9892583505502627,0.9957446808510638
ex_002989,0,0,0,1.0,1.0,1.0,0.9233469956640683,0.9686274509803922
ex_002990,0,0,0,1.0,1.0,1.0,0.6041982393928189,0.7976878612716762
ex_002991,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002992,0,1,0,0.75,1.0,0.8571428571428571,0.9499005972969023,0.9801980198019802
ex_002993,2,0,0,1.0,1.0,1.0,0.651999628718147,0.8261682242990653
ex_002994,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002995,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_002996,0,0,0,0.0,0.0,0.0,0.8704298806005139,0.9447236180904522
ex_002997,1,0,0,0.0,0.0,0.0,1.0,1.0
ex_002998,0,0,0,0.0,0.0,0.0,0.6327489468597749,0.8152173913043479
ex_002999,0,0,0,0.0,0.0,0.0,0.8494202504860019,0.9292035398230089
ex_003000,0,0,0,1.0,1.0,1.0,0.9666975477524588,0.9868421052631579
ex_003001,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_003002,4,1,0,1.0,0.8571428571428571,0.923076923076923,0.9292861647589101,0.9721254355400697
ex_003003,0,0,0,0.0,0.0,0.0,0.9900295018584484,0.9960474308300395
ex_003004,0,0,0,0.0,0.0,0.0,0.9912200900305255,0.9965156794425087
ex_003005,2,0,0,1.0,0.6666666666666666,0.8,0.9386207066807208,0.9758064516129032
ex_003006,0,0,0,1.0,1.0,1.0,0.955344187389658,0.9823788546255506
ex_003007,0,0,0,0.0,0.0,0.0,0.9911579823408511,0.9964912280701754
ex_003008,1,3,0,0.3333333333333333,0.5,0.4,0.8714452051172202,0.9485294117647058
ex_003009,0,0,0,0.0,0.0,0.0,0.8075894221544919,0.9077306733167083
ex_003010,0,0,3,1.0,0.75,0.8571428571428571,0.7253045031329308,0.8611111111111112
ex_003011,0,0,0,0.0,0.0,0.0,0.9657858384088054,0.9864864864864865
ex_003012,0,0,0,0.0,0.0,0.0,0.6578209608824754,0.8271028037383177
ex_003013,1,0,0,1.0,0.8,0.888888888888889,0.8992112246580622,0.9603960396039604
ex_003014,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_003015,0,2,0,0.8,1.0,0.888888888888889,0.8986741913914097,0.9558011049723757
ex_003016,2,0,0,0.0,0.0,0.0,0.6697000059403103,0.8472505091649696
ex_003017,0,0,0,0.0,0.0,0.0,0.8099362343346989,0.9052224371373307
ex_003018,0,0,0,0.0,0.0,0.0,0.9647150359832931,0.9852941176470589
ex_003019,1,0,0,1.0,1.0,1.0,0.9805809644305016,0.9923076923076923
ex_003020,0,0,0,0.0,0.0,0.0,0.7136689853294934,0.856521739130435
ex_003021,0,0,0,0.0,0.0,0.0,0.7691263643685705,0.8839779005524863
ex_003022,0,5,1,1.0,0.9,0.9473684210526316,0.9309184215690994,0.9723502304147466
ex_003023,0,0,0,0.0,0.0,0.0,0.6102729891722355,0.8021108179419525
ex_003024,2,0,0,0.0,0.0,0.0,0.9470682140027492,0.9791666666666666
ex_003025,0,0,0,0.0,0.0,0.0,0.9889252428787272,0.9956140350877193
ex_003026,0,0,0,0.0,0.0,0.0,0.9704222181380753,0.9853658536585366
ex_003027,0,0,0,0.0,0.0,0.0,0.9744209712697074,0.98989898989899
ex_003028,0,0,0,0.0,0.0,0.0,0.5610801583172474,0.779291553133515
ex_003029,0,0,0,1.0,1.0,1.0,0.9518618591615255,0.9809885931558935
ex_003030,1,1,0,0.5,0.5,0.5,0.9540278776389282,0.9813953488372092
ex_003031,0,0,0,1.0,1.0,1.0,0.9101580261883804,0.9642857142857143
ex_003032,0,1,0,1.0,0.5,0.6666666666666666,0.9751011964986501,0.9901315789473685
ex_003033,0,2,7,1.0,1.0,1.0,0.7414912219843989,0.8729792147806005
ex_003034,0,0,0,0.0,0.0,0.0,0.7762550080751524,0.8941605839416058
ex_003035,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_003036,0,0,0,0.0,0.0,0.0,0.6867633783398838,0.8425925925925927
ex_003037,0,0,0,0.0,0.0,0.0,0.8915259711530121,0.9577464788732394
ex_003038,0,1,0,1.0,1.0,1.0,0.5568127253486352,0.7735368956743003
ex_003039,1,4,1,1.0,0.8,0.888888888888889,0.8771467330105961,0.9500000000000001
ex_003040,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_003041,0,0,0,0.0,0.0,0.0,0.22539931434741142,0.5758513931888545
ex_003042,0,1,0,1.0,1.0,1.0,0.578971851232858,0.7883211678832116
ex_003043,0,0,0,0.0,0.0,0.0,0.9873569411297848,0.995
ex_003044,1,3,0,1.0,1.0,1.0,0.9915751539631129,0.9966555183946488
ex_003045,0,0,0,0.0,0.0,0.0,0.6565994938134644,0.8267898383371826
ex_003046,1,2,0,1.0,1.0,1.0,0.7637653593488365,0.8824662813102119
ex_003047,0,0,0,0.0,0.0,0.0,0.9811661858752262,0.9925373134328358
ex_003048,0,0,0,1.0,0.5,0.6666666666666666,0.7340524727956776,0.8702594810379243
ex_003049,3,2,0,1.0,0.2857142857142857,0.4444444444444445,0.6518220392729416,0.8243992606284658
ex_003050,0,0,0,0.0,0.0,0.0,0.4731747097507343,0.7298050139275766
ex_003051,5,1,0,1.0,0.6666666666666666,0.8,0.7899793263001702,0.8999999999999998
ex_003052,1,0,0,0.0,0.0,0.0,0.9781159254140024,0.9913419913419913
ex_003053,4,1,0,1.0,0.25,0.4,0.7522744103099425,0.8783269961977187
ex_003054,0,0,0,0.0,0.0,0.0,0.7554564158451871,0.8765743073047858
ex_003055,0,0,0,1.0,1.0,1.0,0.973042595716981,0.9893238434163701
ex_003056,0,2,3,1.0,1.0,1.0,1.0,1.0
ex_003057,0,0,0,0.0,0.0,0.0,0.9600171311418079,0.9795918367346939
ex_003058,0,0,0,0.0,0.0,0.0,0.5790709109711463,0.7898550724637681
ex_003059,1,0,0,1.0,1.0,1.0,1.0,1.0
ex_003060,0,0,0,0.0,0.0,0.0,0.29352089445137713,0.62
ex_003061,2,0,0,0.0,0.0,0.0,0.9683825510544686,0.9875
ex_003062,0,0,0,0.0,0.0,0.0,0.7911411197913678,0.90126582278481
ex_003063,1,1,2,1.0,0.7777777777777778,0.8750000000000001,0.9658015502444248,0.9861111111111112
ex_003064,0,0,0,0.0,0.0,0.0,0.939107834907744,0.9732824427480916
ex_003065,0,0,0,0.0,0.0,0.0,0.8342167956549856,0.92018779342723
ex_003066,6,1,0,1.0,0.3333333333333333,0.5,0.5481402202328287,0.7706422018348625
ex_003067,0,1,0,1.0,0.5,0.6666666666666666,0.668964652231947,0.8329621380846325
ex_003068,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_003069,0,0,0,1.0,1.0,1.0,0.9830210305453961,0.9932659932659933
ex_003070,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_003071,0,0,0,0.0,0.0,0.0,0.36492460217228806,0.6648793565683646
ex_003072,0,0,0,0.0,0.0,0.0,0.9675619206465156,0.9871794871794872
ex_003073,0,0,0,1.0,0.75,0.8571428571428571,0.44381514518910764,0.7142857142857143
ex_003074,0,0,0,0.0,0.0,0.0,0.9574402335829546,0.9827586206896551
ex_003075,2,3,1,1.0,0.8571428571428571,0.923076923076923,0.9380082309671086,0.975177304964539
ex_003076,0,0,0,0.0,0.0,0.0,0.9919547333437438,0.9968051118210862
ex_003077,0,0,0,1.0,0.25,0.4,0.42820100674648276,0.7
ex_003078,1,0,0,0.0,0.0,0.0,0.9792941735299766,0.9918032786885246
ex_003079,0,0,0,0.0,0.0,0.0,0.9665489861398847,0.986784140969163
ex_003080,0,1,2,0.8,1.0,0.888888888888889,0.966247849934501,0.9866666666666668
ex_003081,5,4,0,0.8571428571428571,0.6666666666666666,0.75,0.685094095717604,0.8484848484848485
ex_003082,0,1,0,1.0,1.0,1.0,0.9913116326190065,0.996551724137931
ex_003083,0,0,0,0.0,0.0,0.0,0.7841259901984117,0.8933601609657948
ex_003084,0,0,0,1.0,1.0,1.0,0.9588361130948522,0.9837837837837838
ex_003085,3,3,0,0.3333333333333333,0.5,0.4,0.8939929212610404,0.9580152671755725
ex_003086,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_003087,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_003088,2,2,2,0.6666666666666666,0.5,0.5714285714285715,0.8955971438864959,0.9571428571428572
ex_003089,2,2,0,0.0,0.0,0.0,0.8074987689123283,0.9080459770114943
ex_003090,0,0,0,1.0,1.0,1.0,0.9787334036556672,0.9900990099009901
ex_003091,0,0,0,0.0,0.0,0.0,0.9878485915987741,0.9951923076923077
ex_003092,0,0,0,0.0,0.0,0.0,0.6839387500257956,0.8408408408408409
ex_003093,2,0,0,0.0,0.0,0.0,0.870383960226533,0.9358974358974359
ex_003094,0,0,0,0.0,0.0,0.0,0.6554455119748057,0.8259587020648967
ex_003095,0,0,0,1.0,1.0,1.0,0.9377481283789949,0.9754385964912281
ex_003096,0,0,0,1.0,1.0,1.0,0.9909662727025447,0.996415770609319
ex_003097,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_003098,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_003099,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_003100,2,0,0,1.0,0.25,0.4,0.6371624536695175,0.8181818181818181
ex_003101,2,0,2,1.0,0.42105263157894735,0.5925925925925926,0.4540147554244387,0.7100000000000001
ex_003102,0,4,1,1.0,0.7142857142857143,0.8333333333333333,0.9227255061758417,0.9691629955947137
ex_003103,1,1,0,1.0,1.0,1.0,0.8463400982012814,0.9300699300699301
ex_003104,0,0,0,0.0,0.0,0.0,0.954531769321662,0.9820627802690582
ex_003105,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_003106,0,0,0,0.0,0.0,0.0,0.9421718587226682,0.9771863117870723
ex_003107,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_003108,0,0,0,0.0,0.0,0.0,0.9878485915987741,0.9951923076923077
ex_003109,1,1,0,1.0,0.5,0.6666666666666666,0.9423289241410829,0.9761904761904762
ex_003110,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_003111,2,0,0,1.0,1.0,1.0,0.9830210305453961,0.9932659932659933
ex_003112,0,0,0,0.0,0.0,0.0,0.9560905440445573,0.9826388888888888
ex_003113,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_003114,0,2,0,0.5,1.0,0.6666666666666666,0.9181017755997953,0.967391304347826
ex_003115,0,1,0,1.0,1.0,1.0,0.9538100243063853,0.9813084112149533
ex_003116,4,0,0,0.0,0.0,0.0,0.6934067121509215,0.8464285714285715
ex_003117,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_003118,0,0,0,0.0,0.0,0.0,0.9780747308477888,0.9908675799086758
ex_003119,1,1,0,1.0,1.0,1.0,0.7172749748690898,0.8584474885844748
ex_003120,0,0,0,0.0,0.0,0.0,0.9697839638702713,0.9880478087649402
ex_003121,0,0,0,1.0,1.0,1.0,0.988875961953624,0.9955947136563876
ex_003122,1,0,0,1.0,0.3333333333333333,0.5,0.4349630213583431,0.7085201793721974
ex_003123,1,1,0,1.0,0.8,0.888888888888889,0.9821096940219288,0.9929078014184397
ex_003124,0,0,0,0.0,0.0,0.0,0.6780292309439645,0.8406466512702079
ex_003125,0,0,0,0.0,0.0,0.0,0.9790336739735509,0.991701244813278
ex_003126,0,0,0,0.0,0.0,0.0,0.7173235644794873,0.860125260960334
ex_003127,1,1,0,1.0,0.7142857142857143,0.8333333333333333,0.260752373270683,0.6005361930294906
ex_003128,0,0,0,1.0,1.0,1.0,0.983999129565984,0.9936507936507937
ex_003129,0,0,0,1.0,1.0,1.0,0.5217550227305089,0.7574257425742575
ex_003130,0,3,0,0.25,1.0,0.4,0.8650956188782543,0.9444444444444444
ex_003131,0,0,0,1.0,1.0,1.0,0.9916034506450185,0.9966666666666667
ex_003132,0,1,0,0.0,0.0,0.0,0.6009508343423136,0.8018018018018018
